series,state,year,month,rate
LASST160000000000003,16,2014,10,4.6
LASST160000000000003,16,2014,11,4.5
LASST160000000000003,16,2014,12,4.4
LASST160000000000003,16,2015,01,4.1
LASST160000000000003,16,2015,02,3.9
LASST160000000000003,16,2015,03,3.8
LASST160000000000003,16,2015,04,3.8
LASST160000000000003,16,2015,05,3.9
LASST160000000000003,16,2015,06,4
LASST160000000000003,16,2015,07,4.1
LASST160000000000003,16,2015,08,4.2
LASST160000000000003,16,2015,09,4.2
LASST170000000000003,17,2006,01,5.1
LASST170000000000003,17,2006,02,4.9
LASST170000000000003,17,2006,03,4.7
LASST170000000000003,17,2006,04,4.6
LASST170000000000003,17,2006,05,4.5
LASST170000000000003,17,2006,06,4.5
LASST170000000000003,17,2006,07,4.4
LASST170000000000003,17,2006,08,4.4
LASST170000000000003,17,2006,09,4.4
LASST170000000000003,17,2006,10,4.4
LASST170000000000003,17,2006,11,4.4
LASST170000000000003,17,2006,12,4.5
LASST170000000000003,17,2007,01,4.6
LASST170000000000003,17,2007,02,4.6
LASST170000000000003,17,2007,03,4.7
LASST170000000000003,17,2007,04,4.8
LASST170000000000003,17,2007,05,4.8
LASST170000000000003,17,2007,06,4.9
LASST170000000000003,17,2007,07,5
LASST170000000000003,17,2007,08,5.2
LASST170000000000003,17,2007,09,5.3
LASST170000000000003,17,2007,10,5.4
LASST170000000000003,17,2007,11,5.5
LASST170000000000003,17,2007,12,5.5
LASST170000000000003,17,2008,01,5.5
LASST170000000000003,17,2008,02,5.6
LASST170000000000003,17,2008,03,5.7
LASST170000000000003,17,2008,04,5.9
LASST170000000000003,17,2008,05,6.1
LASST170000000000003,17,2008,06,6.3
LASST170000000000003,17,2008,07,6.5
LASST170000000000003,17,2008,08,6.6
LASST170000000000003,17,2008,09,6.8
LASST170000000000003,17,2008,10,7.1
LASST170000000000003,17,2008,11,7.4
LASST170000000000003,17,2008,12,7.9
LASST170000000000003,17,2009,01,8.5
LASST170000000000003,17,2009,02,9.1
LASST170000000000003,17,2009,03,9.6
LASST170000000000003,17,2009,04,10
LASST170000000000003,17,2009,05,10.3
LASST170000000000003,17,2009,06,10.5
LASST170000000000003,17,2009,07,10.7
LASST170000000000003,17,2009,08,10.8
LASST170000000000003,17,2009,09,10.9
LASST170000000000003,17,2009,10,11
LASST170000000000003,17,2009,11,11.1
LASST170000000000003,17,2009,12,11.2
LASST170000000000003,17,2010,01,11.2
LASST170000000000003,17,2010,02,11.1
LASST170000000000003,17,2010,03,11
LASST170000000000003,17,2010,04,10.7
LASST170000000000003,17,2010,05,10.5
LASST170000000000003,17,2010,06,10.2
LASST170000000000003,17,2010,07,10
LASST170000000000003,17,2010,08,9.9
LASST170000000000003,17,2010,09,9.8
LASST170000000000003,17,2010,10,9.7
LASST170000000000003,17,2010,11,9.6
LASST170000000000003,17,2010,12,9.5
LASST170000000000003,17,2011,01,9.4
LASST170000000000003,17,2011,02,9.3
LASST170000000000003,17,2011,03,9.4
LASST170000000000003,17,2011,04,9.4
LASST170000000000003,17,2011,05,9.6
LASST170000000000003,17,2011,06,9.7
LASST170000000000003,17,2011,07,9.8
LASST170000000000003,17,2011,08,9.9
LASST170000000000003,17,2011,09,9.9
LASST170000000000003,17,2011,10,9.7
LASST170000000000003,17,2011,11,9.5
LASST170000000000003,17,2011,12,9.3
LASST170000000000003,17,2012,01,9.1
LASST170000000000003,17,2012,02,9
LASST170000000000003,17,2012,03,8.9
LASST170000000000003,17,2012,04,8.9
LASST170000000000003,17,2012,05,8.9
LASST170000000000003,17,2012,06,9
LASST170000000000003,17,2012,07,8.9
LASST170000000000003,17,2012,08,8.9
LASST170000000000003,17,2012,09,8.9
LASST170000000000003,17,2012,10,8.9
LASST170000000000003,17,2012,11,9
LASST170000000000003,17,2012,12,9.1
LASST170000000000003,17,2013,01,9.1
LASST170000000000003,17,2013,02,9.2
LASST170000000000003,17,2013,03,9.1
LASST170000000000003,17,2013,04,9.1
LASST170000000000003,17,2013,05,9
LASST170000000000003,17,2013,06,8.9
LASST170000000000003,17,2013,07,8.9
LASST170000000000003,17,2013,08,8.8
LASST170000000000003,17,2013,09,8.7
LASST170000000000003,17,2013,10,8.6
LASST170000000000003,17,2013,11,8.5
LASST170000000000003,17,2013,12,8.3
LASST170000000000003,17,2014,01,8.2
LASST170000000000003,17,2014,02,7.9
LASST170000000000003,17,2014,03,7.7
LASST170000000000003,17,2014,04,7.4
LASST170000000000003,17,2014,05,7.1
LASST170000000000003,17,2014,06,6.9
LASST170000000000003,17,2014,07,6.7
LASST170000000000003,17,2014,08,6.5
LASST170000000000003,17,2014,09,6.4
LASST170000000000003,17,2014,10,6.3
LASST170000000000003,17,2014,11,6.2
LASST170000000000003,17,2014,12,6.2
LASST170000000000003,17,2015,01,6.1
LASST170000000000003,17,2015,02,6
LASST170000000000003,17,2015,03,6
LASST170000000000003,17,2015,04,6
LASST170000000000003,17,2015,05,6
LASST170000000000003,17,2015,06,5.9
LASST170000000000003,17,2015,07,5.8
LASST170000000000003,17,2015,08,5.6
LASST170000000000003,17,2015,09,5.4
LASST180000000000003,18,2006,01,5.1
LASST180000000000003,18,2006,02,5.1
LASST180000000000003,18,2006,03,5.1
LASST180000000000003,18,2006,04,5.1
LASST180000000000003,18,2006,05,5.2
LASST180000000000003,18,2006,06,5.2
LASST180000000000003,18,2006,07,5.2
LASST180000000000003,18,2006,08,5.1
LASST180000000000003,18,2006,09,5.1
LASST180000000000003,18,2006,10,5
LASST180000000000003,18,2006,11,4.9
LASST180000000000003,18,2006,12,4.8
LASST180000000000003,18,2007,01,4.8
LASST180000000000003,18,2007,02,4.7
LASST180000000000003,18,2007,03,4.6
LASST180000000000003,18,2007,04,4.5
LASST180000000000003,18,2007,05,4.5
LASST180000000000003,18,2007,06,4.5
LASST180000000000003,18,2007,07,4.5
LASST180000000000003,18,2007,08,4.6
LASST180000000000003,18,2007,09,4.7
LASST180000000000003,18,2007,10,4.7
LASST180000000000003,18,2007,11,4.7
LASST180000000000003,18,2007,12,4.8
LASST180000000000003,18,2008,01,4.8
LASST180000000000003,18,2008,02,4.8
LASST180000000000003,18,2008,03,5
LASST180000000000003,18,2008,04,5.2
LASST180000000000003,18,2008,05,5.4
LASST180000000000003,18,2008,06,5.7
LASST180000000000003,18,2008,07,5.9
LASST180000000000003,18,2008,08,6.2
LASST180000000000003,18,2008,09,6.6
LASST180000000000003,18,2008,10,7.1
LASST180000000000003,18,2008,11,7.6
LASST180000000000003,18,2008,12,8.3
LASST180000000000003,18,2009,01,9
LASST180000000000003,18,2009,02,9.7
LASST180000000000003,18,2009,03,10.2
LASST180000000000003,18,2009,04,10.5
LASST180000000000003,18,2009,05,10.6
LASST180000000000003,18,2009,06,10.7
LASST180000000000003,18,2009,07,10.7
LASST180000000000003,18,2009,08,10.7
LASST180000000000003,18,2009,09,10.6
LASST180000000000003,18,2009,10,10.6
LASST180000000000003,18,2009,11,10.7
LASST180000000000003,18,2009,12,10.8
LASST180000000000003,18,2010,01,10.9
LASST180000000000003,18,2010,02,10.9
LASST180000000000003,18,2010,03,10.8
LASST180000000000003,18,2010,04,10.7
LASST180000000000003,18,2010,05,10.5
LASST180000000000003,18,2010,06,10.3
LASST180000000000003,18,2010,07,10.2
LASST180000000000003,18,2010,08,10.1
LASST180000000000003,18,2010,09,9.9
LASST180000000000003,18,2010,10,9.8
LASST180000000000003,18,2010,11,9.6
LASST180000000000003,18,2010,12,9.3
LASST180000000000003,18,2011,01,9.1
LASST180000000000003,18,2011,02,8.9
LASST180000000000003,18,2011,03,8.8
LASST180000000000003,18,2011,04,8.8
LASST180000000000003,18,2011,05,8.9
LASST180000000000003,18,2011,06,9.1
LASST180000000000003,18,2011,07,9.2
LASST180000000000003,18,2011,08,9.3
LASST180000000000003,18,2011,09,9.3
LASST180000000000003,18,2011,10,9.1
LASST180000000000003,18,2011,11,9
LASST180000000000003,18,2011,12,8.8
LASST180000000000003,18,2012,01,8.5
LASST180000000000003,18,2012,02,8.4
LASST180000000000003,18,2012,03,8.3
LASST180000000000003,18,2012,04,8.2
LASST180000000000003,18,2012,05,8.2
LASST180000000000003,18,2012,06,8.2
LASST180000000000003,18,2012,07,8.2
LASST180000000000003,18,2012,08,8.2
LASST180000000000003,18,2012,09,8.2
LASST180000000000003,18,2012,10,8.3
LASST180000000000003,18,2012,11,8.3
LASST180000000000003,18,2012,12,8.4
LASST180000000000003,18,2013,01,8.4
LASST180000000000003,18,2013,02,8.3
LASST180000000000003,18,2013,03,8.2
LASST180000000000003,18,2013,04,8
LASST180000000000003,18,2013,05,7.8
LASST180000000000003,18,2013,06,7.6
LASST180000000000003,18,2013,07,7.4
LASST180000000000003,18,2013,08,7.2
LASST180000000000003,18,2013,09,7
LASST180000000000003,18,2013,10,6.8
LASST180000000000003,18,2013,11,6.5
LASST180000000000003,18,2013,12,6.3
LASST180000000000003,18,2014,01,6.2
LASST180000000000003,18,2014,02,6.1
LASST180000000000003,18,2014,03,6
LASST180000000000003,18,2014,04,6
LASST180000000000003,18,2014,05,6
LASST180000000000003,18,2014,06,5.9
LASST180000000000003,18,2014,07,5.8
LASST180000000000003,18,2014,08,5.8
LASST180000000000003,18,2014,09,5.8
LASST180000000000003,18,2014,10,5.8
LASST180000000000003,18,2014,11,5.9
LASST180000000000003,18,2014,12,5.9
LASST180000000000003,18,2015,01,6
LASST180000000000003,18,2015,02,5.9
LASST180000000000003,18,2015,03,5.8
LASST180000000000003,18,2015,04,5.4
LASST180000000000003,18,2015,05,5.1
LASST180000000000003,18,2015,06,4.9
LASST180000000000003,18,2015,07,4.7
LASST180000000000003,18,2015,08,4.6
LASST180000000000003,18,2015,09,4.4
LASST190000000000003,19,2006,01,3.9
LASST190000000000003,19,2006,02,3.8
LASST190000000000003,19,2006,03,3.7
LASST190000000000003,19,2006,04,3.6
LASST190000000000003,19,2006,05,3.6
LASST190000000000003,19,2006,06,3.6
LASST190000000000003,19,2006,07,3.7
LASST190000000000003,19,2006,08,3.7
LASST190000000000003,19,2006,09,3.7
LASST190000000000003,19,2006,10,3.7
LASST190000000000003,19,2006,11,3.7
LASST190000000000003,19,2006,12,3.7
LASST190000000000003,19,2007,01,3.7
LASST190000000000003,19,2007,02,3.7
LASST190000000000003,19,2007,03,3.7
LASST190000000000003,19,2007,04,3.7
LASST190000000000003,19,2007,05,3.7
LASST190000000000003,19,2007,06,3.7
LASST190000000000003,19,2007,07,3.7
LASST190000000000003,19,2007,08,3.7
LASST190000000000003,19,2007,09,3.7
LASST190000000000003,19,2007,10,3.7
LASST190000000000003,19,2007,11,3.7
LASST190000000000003,19,2007,12,3.7
LASST190000000000003,19,2008,01,3.7
LASST190000000000003,19,2008,02,3.7
LASST190000000000003,19,2008,03,3.8
LASST190000000000003,19,2008,04,3.9
LASST190000000000003,19,2008,05,4
LASST190000000000003,19,2008,06,4.1
LASST190000000000003,19,2008,07,4.2
LASST190000000000003,19,2008,08,4.3
LASST190000000000003,19,2008,09,4.5
LASST190000000000003,19,2008,10,4.7
LASST190000000000003,19,2008,11,5
LASST190000000000003,19,2008,12,5.3
LASST190000000000003,19,2009,01,5.7
LASST190000000000003,19,2009,02,6.1
LASST190000000000003,19,2009,03,6.4
LASST190000000000003,19,2009,04,6.5
LASST190000000000003,19,2009,05,6.6
LASST190000000000003,19,2009,06,6.6
LASST190000000000003,19,2009,07,6.6
LASST190000000000003,19,2009,08,6.6
LASST190000000000003,19,2009,09,6.5
LASST190000000000003,19,2009,10,6.5
LASST190000000000003,19,2009,11,6.4
LASST190000000000003,19,2009,12,6.4
LASST190000000000003,19,2010,01,6.4
LASST190000000000003,19,2010,02,6.3
LASST190000000000003,19,2010,03,6.2
LASST190000000000003,19,2010,04,6.1
LASST190000000000003,19,2010,05,6
LASST190000000000003,19,2010,06,5.9
LASST190000000000003,19,2010,07,5.9
LASST190000000000003,19,2010,08,5.9
LASST190000000000003,19,2010,09,5.8
LASST190000000000003,19,2010,10,5.8
LASST190000000000003,19,2010,11,5.8
LASST190000000000003,19,2010,12,5.7
LASST190000000000003,19,2011,01,5.7
LASST190000000000003,19,2011,02,5.6
LASST190000000000003,19,2011,03,5.5
LASST190000000000003,19,2011,04,5.5
LASST190000000000003,19,2011,05,5.5
LASST190000000000003,19,2011,06,5.5
LASST190000000000003,19,2011,07,5.5
LASST190000000000003,19,2011,08,5.5
LASST190000000000003,19,2011,09,5.5
LASST190000000000003,19,2011,10,5.4
LASST190000000000003,19,2011,11,5.3
LASST190000000000003,19,2011,12,5.2
LASST190000000000003,19,2012,01,5.1
LASST190000000000003,19,2012,02,5.1
LASST190000000000003,19,2012,03,5
LASST190000000000003,19,2012,04,5
LASST190000000000003,19,2012,05,5
LASST190000000000003,19,2012,06,5
LASST190000000000003,19,2012,07,5
LASST190000000000003,19,2012,08,5
LASST190000000000003,19,2012,09,5
LASST190000000000003,19,2012,10,4.9
LASST190000000000003,19,2012,11,4.9
LASST190000000000003,19,2012,12,4.9
LASST190000000000003,19,2013,01,4.9
LASST190000000000003,19,2013,02,4.9
LASST190000000000003,19,2013,03,4.8
LASST190000000000003,19,2013,04,4.8
LASST190000000000003,19,2013,05,4.8
LASST190000000000003,19,2013,06,4.7
LASST190000000000003,19,2013,07,4.7
LASST190000000000003,19,2013,08,4.6
LASST190000000000003,19,2013,09,4.5
LASST190000000000003,19,2013,10,4.5
LASST190000000000003,19,2013,11,4.5
LASST190000000000003,19,2013,12,4.4
LASST190000000000003,19,2014,01,4.4
LASST190000000000003,19,2014,02,4.4
LASST190000000000003,19,2014,03,4.4
LASST190000000000003,19,2014,04,4.4
LASST190000000000003,19,2014,05,4.4
LASST190000000000003,19,2014,06,4.4
LASST190000000000003,19,2014,07,4.3
LASST190000000000003,19,2014,08,4.3
LASST190000000000003,19,2014,09,4.3
LASST190000000000003,19,2014,10,4.3
LASST190000000000003,19,2014,11,4.3
LASST190000000000003,19,2014,12,4.3
LASST190000000000003,19,2015,01,4.2
LASST190000000000003,19,2015,02,4.1
LASST190000000000003,19,2015,03,4
LASST190000000000003,19,2015,04,3.8
LASST190000000000003,19,2015,05,3.8
LASST190000000000003,19,2015,06,3.7
LASST190000000000003,19,2015,07,3.8
LASST190000000000003,19,2015,08,3.7
LASST190000000000003,19,2015,09,3.6
LASST200000000000003,20,2006,01,4.6
LASST200000000000003,20,2006,02,4.5
LASST200000000000003,20,2006,03,4.5
LASST200000000000003,20,2006,04,4.4
LASST200000000000003,20,2006,05,4.4
LASST200000000000003,20,2006,06,4.4
LASST200000000000003,20,2006,07,4.4
LASST200000000000003,20,2006,08,4.4
LASST200000000000003,20,2006,09,4.3
LASST200000000000003,20,2006,10,4.3
LASST200000000000003,20,2006,11,4.3
LASST200000000000003,20,2006,12,4.3
LASST200000000000003,20,2007,01,4.3
LASST200000000000003,20,2007,02,4.3
LASST200000000000003,20,2007,03,4.3
LASST200000000000003,20,2007,04,4.2
LASST200000000000003,20,2007,05,4.2
LASST200000000000003,20,2007,06,4.2
LASST200000000000003,20,2007,07,4.2
LASST200000000000003,20,2007,08,4.3
LASST200000000000003,20,2007,09,4.3
LASST200000000000003,20,2007,10,4.3
LASST200000000000003,20,2007,11,4.3
LASST200000000000003,20,2007,12,4.3
LASST200000000000003,20,2008,01,4.3
LASST200000000000003,20,2008,02,4.3
LASST200000000000003,20,2008,03,4.3
LASST200000000000003,20,2008,04,4.3
LASST200000000000003,20,2008,05,4.4
LASST200000000000003,20,2008,06,4.5
LASST200000000000003,20,2008,07,4.6
LASST200000000000003,20,2008,08,4.7
LASST200000000000003,20,2008,09,4.9
LASST200000000000003,20,2008,10,5
LASST200000000000003,20,2008,11,5.3
LASST200000000000003,20,2008,12,5.5
LASST200000000000003,20,2009,01,5.8
LASST200000000000003,20,2009,02,6.1
LASST200000000000003,20,2009,03,6.5
LASST200000000000003,20,2009,04,6.8
LASST200000000000003,20,2009,05,7
LASST200000000000003,20,2009,06,7.2
LASST200000000000003,20,2009,07,7.3
LASST200000000000003,20,2009,08,7.3
LASST200000000000003,20,2009,09,7.3
LASST200000000000003,20,2009,10,7.2
LASST200000000000003,20,2009,11,7.2
LASST200000000000003,20,2009,12,7.2
LASST200000000000003,20,2010,01,7.2
LASST200000000000003,20,2010,02,7.2
LASST200000000000003,20,2010,03,7.2
LASST200000000000003,20,2010,04,7.1
LASST200000000000003,20,2010,05,7
LASST200000000000003,20,2010,06,7
LASST200000000000003,20,2010,07,6.9
LASST200000000000003,20,2010,08,6.9
LASST200000000000003,20,2010,09,6.9
LASST200000000000003,20,2010,10,6.9
LASST200000000000003,20,2010,11,6.9
LASST200000000000003,20,2010,12,6.9
LASST200000000000003,20,2011,01,6.8
LASST200000000000003,20,2011,02,6.7
LASST200000000000003,20,2011,03,6.6
LASST200000000000003,20,2011,04,6.5
LASST200000000000003,20,2011,05,6.4
LASST200000000000003,20,2011,06,6.3
LASST200000000000003,20,2011,07,6.3
LASST200000000000003,20,2011,08,6.3
LASST200000000000003,20,2011,09,6.2
LASST200000000000003,20,2011,10,6.2
LASST200000000000003,20,2011,11,6.1
LASST200000000000003,20,2011,12,6
LASST200000000000003,20,2012,01,5.9
LASST200000000000003,20,2012,02,5.9
LASST200000000000003,20,2012,03,5.8
LASST200000000000003,20,2012,04,5.8
LASST200000000000003,20,2012,05,5.7
LASST200000000000003,20,2012,06,5.7
LASST200000000000003,20,2012,07,5.6
LASST200000000000003,20,2012,08,5.6
LASST200000000000003,20,2012,09,5.5
LASST200000000000003,20,2012,10,5.5
LASST200000000000003,20,2012,11,5.5
LASST200000000000003,20,2012,12,5.5
LASST200000000000003,20,2013,01,5.5
LASST200000000000003,20,2013,02,5.4
LASST200000000000003,20,2013,03,5.4
LASST200000000000003,20,2013,04,5.4
LASST200000000000003,20,2013,05,5.3
LASST200000000000003,20,2013,06,5.3
LASST200000000000003,20,2013,07,5.2
LASST200000000000003,20,2013,08,5.1
LASST200000000000003,20,2013,09,5
LASST200000000000003,20,2013,10,4.9
LASST200000000000003,20,2013,11,4.8
LASST200000000000003,20,2013,12,4.7
LASST200000000000003,20,2014,01,4.7
LASST200000000000003,20,2014,02,4.6
LASST200000000000003,20,2014,03,4.6
LASST200000000000003,20,2014,04,4.5
LASST200000000000003,20,2014,05,4.5
LASST200000000000003,20,2014,06,4.5
LASST200000000000003,20,2014,07,4.4
LASST200000000000003,20,2014,08,4.3
LASST200000000000003,20,2014,09,4.3
LASST200000000000003,20,2014,10,4.2
LASST200000000000003,20,2014,11,4.2
LASST200000000000003,20,2014,12,4.2
LASST200000000000003,20,2015,01,4.2
LASST200000000000003,20,2015,02,4.2
LASST200000000000003,20,2015,03,4.2
LASST200000000000003,20,2015,04,4.3
LASST200000000000003,20,2015,05,4.4
LASST200000000000003,20,2015,06,4.5
LASST200000000000003,20,2015,07,4.6
LASST200000000000003,20,2015,08,4.6
LASST200000000000003,20,2015,09,4.4
LASST210000000000003,21,2006,01,6
LASST210000000000003,21,2006,02,5.9
LASST210000000000003,21,2006,03,5.8
LASST210000000000003,21,2006,04,5.7
LASST210000000000003,21,2006,05,5.7
LASST210000000000003,21,2006,06,5.7
LASST210000000000003,21,2006,07,5.7
LASST210000000000003,21,2006,08,5.7
LASST210000000000003,21,2006,09,5.7
LASST210000000000003,21,2006,10,5.7
LASST210000000000003,21,2006,11,5.7
LASST210000000000003,21,2006,12,5.6
LASST210000000000003,21,2007,01,5.6
LASST210000000000003,21,2007,02,5.5
LASST210000000000003,21,2007,03,5.4
LASST210000000000003,21,2007,04,5.4
LASST210000000000003,21,2007,05,5.3
LASST210000000000003,21,2007,06,5.3
LASST210000000000003,21,2007,07,5.4
LASST210000000000003,21,2007,08,5.4
LASST210000000000003,21,2007,09,5.5
LASST210000000000003,21,2007,10,5.5
LASST210000000000003,21,2007,11,5.5
LASST210000000000003,21,2007,12,5.5
LASST210000000000003,21,2008,01,5.5
LASST210000000000003,21,2008,02,5.5
LASST210000000000003,21,2008,03,5.6
LASST210000000000003,21,2008,04,5.8
LASST210000000000003,21,2008,05,6
LASST210000000000003,21,2008,06,6.3
LASST210000000000003,21,2008,07,6.5
LASST210000000000003,21,2008,08,6.8
LASST210000000000003,21,2008,09,7.1
LASST210000000000003,21,2008,10,7.4
LASST210000000000003,21,2008,11,7.9
LASST210000000000003,21,2008,12,8.5
LASST210000000000003,21,2009,01,9.1
LASST210000000000003,21,2009,02,9.7
LASST210000000000003,21,2009,03,10.2
LASST210000000000003,21,2009,04,10.6
LASST210000000000003,21,2009,05,10.8
LASST210000000000003,21,2009,06,10.9
LASST210000000000003,21,2009,07,10.8
LASST210000000000003,21,2009,08,10.8
LASST210000000000003,21,2009,09,10.7
LASST210000000000003,21,2009,10,10.6
LASST210000000000003,21,2009,11,10.6
LASST210000000000003,21,2009,12,10.6
LASST210000000000003,21,2010,01,10.6
LASST210000000000003,21,2010,02,10.6
LASST210000000000003,21,2010,03,10.5
LASST210000000000003,21,2010,04,10.3
LASST210000000000003,21,2010,05,10.2
LASST210000000000003,21,2010,06,10
LASST210000000000003,21,2010,07,10
LASST210000000000003,21,2010,08,10
LASST210000000000003,21,2010,09,10
LASST210000000000003,21,2010,10,10
LASST210000000000003,21,2010,11,10
LASST210000000000003,21,2010,12,9.9
LASST210000000000003,21,2011,01,9.8
LASST210000000000003,21,2011,02,9.6
LASST210000000000003,21,2011,03,9.5
LASST210000000000003,21,2011,04,9.4
LASST210000000000003,21,2011,05,9.4
LASST210000000000003,21,2011,06,9.4
LASST210000000000003,21,2011,07,9.3
LASST210000000000003,21,2011,08,9.3
LASST210000000000003,21,2011,09,9.2
LASST210000000000003,21,2011,10,9.1
LASST210000000000003,21,2011,11,8.9
LASST210000000000003,21,2011,12,8.7
LASST210000000000003,21,2012,01,8.5
LASST210000000000003,21,2012,02,8.3
LASST210000000000003,21,2012,03,8.2
LASST210000000000003,21,2012,04,8.1
LASST210000000000003,21,2012,05,8.1
LASST210000000000003,21,2012,06,8.2
LASST210000000000003,21,2012,07,8.2
LASST210000000000003,21,2012,08,8.2
LASST210000000000003,21,2012,09,8.1
LASST210000000000003,21,2012,10,8.1
LASST210000000000003,21,2012,11,8.1
LASST210000000000003,21,2012,12,8.1
LASST210000000000003,21,2013,01,8.1
LASST210000000000003,21,2013,02,8.1
LASST210000000000003,21,2013,03,8.1
LASST210000000000003,21,2013,04,8.1
LASST210000000000003,21,2013,05,8.1
LASST210000000000003,21,2013,06,8.1
LASST210000000000003,21,2013,07,8.1
LASST210000000000003,21,2013,08,8
LASST210000000000003,21,2013,09,7.9
LASST210000000000003,21,2013,10,7.8
LASST210000000000003,21,2013,11,7.7
LASST210000000000003,21,2013,12,7.6
LASST210000000000003,21,2014,01,7.5
LASST210000000000003,21,2014,02,7.3
LASST210000000000003,21,2014,03,7.2
LASST210000000000003,21,2014,04,7
LASST210000000000003,21,2014,05,6.7
LASST210000000000003,21,2014,06,6.5
LASST210000000000003,21,2014,07,6.2
LASST210000000000003,21,2014,08,6
LASST210000000000003,21,2014,09,5.8
LASST210000000000003,21,2014,10,5.6
LASST210000000000003,21,2014,11,5.5
LASST210000000000003,21,2014,12,5.5
LASST210000000000003,21,2015,01,5.5
LASST210000000000003,21,2015,02,5.3
LASST210000000000003,21,2015,03,5.1
LASST210000000000003,21,2015,04,5.1
LASST210000000000003,21,2015,05,5.2
LASST210000000000003,21,2015,06,5.1
LASST210000000000003,21,2015,07,5.2
LASST210000000000003,21,2015,08,5.2
LASST210000000000003,21,2015,09,5
LASST220000000000003,22,2006,01,6.2
LASST220000000000003,22,2006,02,5.4
LASST220000000000003,22,2006,03,4.8
LASST220000000000003,22,2006,04,4.6
LASST220000000000003,22,2006,05,4.5
LASST220000000000003,22,2006,06,4.4
LASST220000000000003,22,2006,07,4.2
LASST220000000000003,22,2006,08,4
LASST220000000000003,22,2006,09,3.9
LASST220000000000003,22,2006,10,3.9
LASST220000000000003,22,2006,11,4
LASST220000000000003,22,2006,12,4.2
LASST220000000000003,22,2007,01,4.3
LASST220000000000003,22,2007,02,4.5
LASST220000000000003,22,2007,03,4.6
LASST220000000000003,22,2007,04,4.6
LASST220000000000003,22,2007,05,4.6
LASST220000000000003,22,2007,06,4.4
LASST220000000000003,22,2007,07,4.2
LASST220000000000003,22,2007,08,4
LASST220000000000003,22,2007,09,3.9
LASST220000000000003,22,2007,10,3.9
LASST220000000000003,22,2007,11,4
LASST220000000000003,22,2007,12,4.1
LASST220000000000003,22,2008,01,4.3
LASST220000000000003,22,2008,02,4.4
LASST220000000000003,22,2008,03,4.5
LASST220000000000003,22,2008,04,4.6
LASST220000000000003,22,2008,05,4.6
LASST220000000000003,22,2008,06,4.8
LASST220000000000003,22,2008,07,4.9
LASST220000000000003,22,2008,08,5.1
LASST220000000000003,22,2008,09,5.3
LASST220000000000003,22,2008,10,5.5
LASST220000000000003,22,2008,11,5.7
LASST220000000000003,22,2008,12,5.9
LASST220000000000003,22,2009,01,6.1
LASST220000000000003,22,2009,02,6.3
LASST220000000000003,22,2009,03,6.6
LASST220000000000003,22,2009,04,6.8
LASST220000000000003,22,2009,05,6.9
LASST220000000000003,22,2009,06,7
LASST220000000000003,22,2009,07,7.1
LASST220000000000003,22,2009,08,7.2
LASST220000000000003,22,2009,09,7.2
LASST220000000000003,22,2009,10,7.3
LASST220000000000003,22,2009,11,7.3
LASST220000000000003,22,2009,12,7.4
LASST220000000000003,22,2010,01,7.5
LASST220000000000003,22,2010,02,7.6
LASST220000000000003,22,2010,03,7.7
LASST220000000000003,22,2010,04,7.7
LASST220000000000003,22,2010,05,7.8
LASST220000000000003,22,2010,06,7.9
LASST220000000000003,22,2010,07,8
LASST220000000000003,22,2010,08,8.1
LASST220000000000003,22,2010,09,8.2
LASST220000000000003,22,2010,10,8.3
LASST220000000000003,22,2010,11,8.3
LASST220000000000003,22,2010,12,8.3
LASST220000000000003,22,2011,01,8.2
LASST220000000000003,22,2011,02,8.1
LASST220000000000003,22,2011,03,8
LASST220000000000003,22,2011,04,7.9
LASST220000000000003,22,2011,05,7.7
LASST220000000000003,22,2011,06,7.7
LASST220000000000003,22,2011,07,7.6
LASST220000000000003,22,2011,08,7.5
LASST220000000000003,22,2011,09,7.5
LASST220000000000003,22,2011,10,7.5
LASST220000000000003,22,2011,11,7.4
LASST220000000000003,22,2011,12,7.4
LASST220000000000003,22,2012,01,7.4
LASST220000000000003,22,2012,02,7.3
LASST220000000000003,22,2012,03,7.3
LASST220000000000003,22,2012,04,7.2
LASST220000000000003,22,2012,05,7.2
LASST220000000000003,22,2012,06,7.1
LASST220000000000003,22,2012,07,6.9
LASST220000000000003,22,2012,08,6.8
LASST220000000000003,22,2012,09,6.7
LASST220000000000003,22,2012,10,6.7
LASST220000000000003,22,2012,11,6.7
LASST220000000000003,22,2012,12,6.8
LASST220000000000003,22,2013,01,6.9
LASST220000000000003,22,2013,02,7
LASST220000000000003,22,2013,03,7
LASST220000000000003,22,2013,04,6.9
LASST220000000000003,22,2013,05,6.8
LASST220000000000003,22,2013,06,6.7
LASST220000000000003,22,2013,07,6.5
LASST220000000000003,22,2013,08,6.4
LASST220000000000003,22,2013,09,6.2
LASST220000000000003,22,2013,10,6
LASST220000000000003,22,2013,11,5.8
LASST220000000000003,22,2013,12,5.6
LASST220000000000003,22,2014,01,5.5
LASST220000000000003,22,2014,02,5.4
LASST220000000000003,22,2014,03,5.5
LASST220000000000003,22,2014,04,5.7
LASST220000000000003,22,2014,05,5.9
LASST220000000000003,22,2014,06,6.2
LASST220000000000003,22,2014,07,6.4
LASST220000000000003,22,2014,08,6.7
LASST220000000000003,22,2014,09,6.9
LASST220000000000003,22,2014,10,7
LASST220000000000003,22,2014,11,7.2
LASST220000000000003,22,2014,12,7.2
